music_alias,music_name,music_rating,music_singer,music_tags,music_time,music_url,music_votes
,Big Beat Orchestra,7.8,Gina Brigida|David Travis Edwards|Mark Petrie|Joanna Balloonknot|Frederick Kron|Justin Melland,Epic|2015|电子|MarkPetrie|N,2012-06-15,https://music.douban.com/subject/25962303/,16
,Shazam,8.6,The Move,Psychedelic|British-Psychedelia|Acid-Rock|Psychedelic-Rock|英国|The.Move|Rock|迷幻,1970,https://music.douban.com/subject/1793756/,116
,Looking On,8.9,The Move,Hard-Rock|Acid-Rock|Psychedelic|Rock&Roll|1970|TheMove|Rock|英国,1970-12,https://music.douban.com/subject/3153304/,28
,The Move,8.3,The Move,psychedelic|British-Psychedelia|Psychedelic|60s|Freakbeat|The_Move|Psychedelic-Rock|prog-rock,1998-02-20,https://music.douban.com/subject/2042891/,84
,Animalisms - The Animals Vol. 2,,,SecretRecords|SMDReper|Rock&Roll|Repertoire|RegionalBlues|Decca|ContemporaryPop/Rock|BritishInvasion,,https://music.douban.com/subject/2130546/,
“Tangerine Dream” form Kaleidoscope (UK band),Tangerine Dream,8.7,Kaleidoscope,Psychedelic|Kaleidoscope|British-Psychedelia|英国|Folk|60s|1967|1960s,1967-11,https://music.douban.com/subject/1996143/,154
,Fuzzy Duck,8.8,Fuzzy Duck,Progressive-Rock|Psychedelic|Blues-Rock|Prog-Art|Progressive|Art-Rock|前衛迷幻noise|Rock,2002-11-15,https://music.douban.com/subject/3273370/,38
,A=MH2,8.1,Clark-Hutchinson,老迷幻|白云典藏|声迷影幻┣▇▇▇═—|Psychedelic|老炮儿|声迷影幻|Clark|1960s,2002-11-27,https://music.douban.com/subject/3244369/,14
,Frijid Pink,8.6,Frijid Pink,Psychedelic|Blues-Rock|Acid-Rock|Hard-Rock|Proto-Punk|Blues|1970|Rock,1970-01-01,https://music.douban.com/subject/3274342/,54
,May Blitz,9.0,May Blitz,Psychedelic|Hard-Rock|Acid-Rock|Prog-Rock|Progressive-Rock|Art-Rock|英国|HardRock,2005-07-04,https://music.douban.com/subject/1888873/,85
,2nd of May,8.8,May Blitz,Psychedelic|Progressive-Rock|Hard-Rock|Prog-Rock|Prog/Art|HardRock|Acid-Rock|Rock,2004-06-01,https://music.douban.com/subject/3435631/,45
,Bloodrock,9.3,Bloodrock,Hard-Rock|Psychedelic|Progressive-Rock|Prog|美国|硬摇滚|尖|六星,1995-05-20,https://music.douban.com/subject/3147281/,27
,Lucifer's Friend,8.7,Lucifer's Friend,Hard-Rock|Progressive-Rock|Heavy-Metal|德国|Lucifer'sFriend|Progressive|ProgressiveRock|重金属,1998-06-30,https://music.douban.com/subject/2999903/,89
,The Return of Onkel Boskopp,9.1,Hans Reichel & E.ROC,Avant-Garde|HansReichel|Free-improv|Free-Improvstion|神作|神|天才|Repertoire,2006-07-18,https://music.douban.com/subject/3630396/,19
,The Machine That Cried,,String Driven Thing,尖|前衛迷幻noise|Psychedelic|psychedelic|Repertoire|Prog,2002-11-14,https://music.douban.com/subject/3387309/,
,With Their New Face on,,Spencer Group Davis,Repertoire|1967,1967-02-14,https://music.douban.com/subject/26363110/,
,Before We Were So Rudely Interrupted,8.1,The Animals,Blues-Rock|Rock|Blues|Rock&Roll|TheAnimals|Repertoire|RegionalBlues|Classic-Rock,2008-04-29,https://music.douban.com/subject/3917751/,30
,Psychedelic Underground,7.8,Amon Düül,Psychedelic|Krautrock|krautrock|德国|迷幻|1969|AmonDüül|实验摇滚,1969,https://music.douban.com/subject/1862180/,83
,Scorching Beauty,7.4,Iron Butterfly,Psychedelic|IronButterfly|Hard-Rock|Repertoire|Acid-Rock|Rock|Psychedelic-Rock|HeavyMetal,1995-05-20,https://music.douban.com/subject/3239166/,14
,Psychedelic Lollipop,8.6,The Blues Magoos,Psychedelic|Garage|Rock|1966|60s|车库|美国|Repertoire,1966,https://music.douban.com/subject/1986867/,68
,Rocka Rolla,9.0,Judas Priest,Heavy-Metal|JudasPriest|英国|1974|NWOBHM|HeavyMetal|Metal|重金属,1993-03-08,https://music.douban.com/subject/1793737/,178
,This Is The Place,6.3,Noel Gallagher's High Flying Birds,2019|Rock|NoelGallagher|英国|Indie-Rock|英伦|UK|欧美,2019-08-05,https://music.douban.com/subject/34785020/,125
明月几时有？,Who Built The Moon?,7.5,Noel Gallagher's High Flying Birds,NoelGallagher|2017|英国|Britpop|UK|Rock|Brit-pop|Brit-Pop,2017-11-24,https://music.douban.com/subject/27151382/,866
,First Circle,8.2,Pat Metheny Group,ECM|jazz|Pat_Metheny_Group|Jazz|PatMetheny|Fusion|爵士|Pat_Metheny,1999-11-16,https://music.douban.com/subject/1499029/,68
苔上雪,南山忆,9.0,许嵩 Vae,许嵩|中国风|经典|深情|华语|国语|中国|古风,2008-07-24,https://music.douban.com/subject/30211235/,1113
,HUMAN. :II: NATURE.,7.7,夜愿 Nightwish,Nightwish|Symphonic-Metal|Metal|2020|Finland|摇滚|Rock|Heavy-Metal,2020-04-10,https://music.douban.com/subject/34953009/,60
,If Love Is The Law,7.8,Noel Gallagher's High Flying Birds,英国|NoelGallagher|2018|Rock|摇滚|一九年一月|UK|Oasis,2018-08-17,https://music.douban.com/subject/30306315/,36
,Wait And Return,6.2,Noel Gallagher's High Flying Birds,NoelGallagher|2019|英国|Oasis|Noel|N|High|Gallagher's,2019-04-26,https://music.douban.com/subject/33429801/,21
,Hidden Memories,,The New Division,N|2020,2020-01-27,https://music.douban.com/subject/34974854/,
,Black Star Dancing,6.4,Noel Gallagher's High Flying Birds,NoelGallagher|2019|英国|Brit-Pop|UK|EP|Rock|Pop,2019-7-14,https://music.douban.com/subject/33432772/,176
,Blue Moon Rising,5.5,Noel Gallagher's High Flying Birds,2020|Britpop|NoelGallagher'sHighFlyingBirds|英国|Rock|UK|EP|英伦,2020-03-06,https://music.douban.com/subject/34889123/,124
,Strange Cargo 2,7.2,William Orbit,ambient|William|Orbit|Electronic|Downtempo|Ambient|11,1991-02-12,https://music.douban.com/subject/1855159/,10
,Juxtapose,7.4,Tricky,Trip-hop|Tricky|Electronic|Trip-Hop|英国|1999|TripHop|UK,1999,https://music.douban.com/subject/1759017/,230
,Strange Cargo III,7.9,William Orbit,Electronic|Ambient|Downtempo|WilliamOrbit|英国|电子|有生之年1001|我的APE,1993-12-07,https://music.douban.com/subject/1459955/,45
,Some Old Bullshit,7.5,Beastie Boys,Hardcore|BeastieBoys|punk|美国|Hardcore-Punk|Hip-Hop|Punk|HardcorePunk,1994-02-08,https://music.douban.com/subject/1438824/,68
單純的喜悅,Simple Pleasure,7.8,Tindersticks,Indie|Chamber-pop|Tindersticks|英国|tindersticks|UK|1999|ꉺεꉺ這個標籤實在是太不矜持了哈哈哈⊙v⊙,2003-08-19,https://music.douban.com/subject/3177606/,51
,The Golden Ratio,6.8,Ace of Base,瑞典|Pop|2010|Ace_of_Base|欧美|AceOfBase|舞曲|流行,2010-09-24,https://music.douban.com/subject/5293721/,89
,Donkeys 92-97,7.7,Tindersticks,Indie|Tindersticks|英国|最佳老牛聲|找个地儿下载~|封面儿|USA|UK,1999-01-05,https://music.douban.com/subject/1395074/,32
,Pay the Devil,7.7,Van Morrison,Van_Morrison|欧美|VanMorrison|Van.Morrison|Van|Morrison,2006-06-27,https://music.douban.com/subject/1510256/,17
,Veedon Fleece,7.3,Van Morrison,VanMorrison|Folk-Rock|Folk|FolkRock|1974|英国民谣|搖滾|V,1997-06-03,https://music.douban.com/subject/1922197/,31
,Keep Me Singing,7.4,Van Morrison,VanMorrison|2016|Blues|Rock|country|bluesrock|UK|Soul,2016-09-30,https://music.douban.com/subject/26831101/,37
,Behind the Sun,7.8,Eric Clapton,EricClapton|英国|blues|Blues|Rock|Eric_Clapton|1985|摇滚,1985-03-11,https://music.douban.com/subject/1903307/,59
,It's Too Late To Stop Now: Live ,8.7,Van Morrison,VanMorrison|Live|Rock|Folk-Rock|1974|爱尔兰|live|1001,2008-01-29,https://music.douban.com/subject/3022417/,50
,Days Like This,7.7,Van Morrison,Jazz|VanMorrison|1995|英语|男歌手|水星奖|✿|2013借閱,1995-06-20,https://music.douban.com/subject/1510259/,27
,The Healing Game,7.8,Van Morrison,Folk|VanMorrison|Van|Morrison|民谣|欧美|2018听歌,1997-03-04,https://music.douban.com/subject/2190909/,25
,Hymns to the Silence,7.7,Van Morrison,Folk|民謠|摇滚|Van_Morrison|Van|Morrison|Folk-rock,1991-09-24,https://music.douban.com/subject/1796444/,14
,Bruised Orange,8.1,John Prine,JohnPrine|Country|Folk|70s|老炮儿|xjc_jovi|john-prine|folk,1989-08-08,https://music.douban.com/subject/3687485/,19
,Hark! The Village Wait,8.7,Steeleye Span,Folk|Folk-Rock|UK|SteeleyeSpan|1970|英国|British-Folk-Rock|民谣,1991-07-01,https://music.douban.com/subject/3095715/,34
,In the Round,7.6,Pentangle,英国|Pentangle|Folk|british_folk|英国/爱尔兰|欧美|Psychedelic|FemaleVocal,2007-09-25,https://music.douban.com/subject/3067837/,12
,Please to See the King,8.2,Steeleye Span,Folk-Rock|Folk|BritishFolk|英国|british_folk|SteeleyeSpan|ShanachieRecords|SeaShanties,1991-07-01,https://music.douban.com/subject/2336278/,16
,Moonshine,8.6,Bert Jansch,Folk|BertJansch|1970s|英国|Progressive-Folk|苏格兰|◎1970s|singer-songwriter,2001-12-07,https://music.douban.com/subject/2153985/,30
,8 Frames a Second,7.7,Ralph McTell,RalphMcTell|british_folk|Folk|英国|◎1960s|singer-songwriter|TonyVisconti|DM,2007-08-06,https://music.douban.com/subject/2256782/,11
,The Pentangle,8.3,Pentangle,Folk|Pentangle|民谣|Folk-Rock|英国|女声|Psychedelic|60s,"10July,2001",https://music.douban.com/subject/1433546/,87
,Thirteen Down,8.7,Bert Jansch,British-Folk|英国|Progressive-Folk|Folk|民谣|下载|◎1980s|music28,1980,https://music.douban.com/subject/2135076/,22
,Sweet Child,8.6,Pentangle,Folk|Pentangle|英国|Live|Folk-Rock|民谣|british_folk|豬頭小三,2000-08-29,https://music.douban.com/subject/1433547/,68
,"Dyer-Bennet, Vol. 2",8.5,Richard Dyer-Bennet,Folk|英国|TraditionalFolk|SmithsonianFolkways|Folkways|CD架|50s|2星,2001-07-24,https://music.douban.com/subject/3722659/,10
平衡,Balance,7.9,Van Halen,Van_Halen|VanHalen|重金属|metal|HeavyMetal|美国|摇滚|rock,1995-01-24,https://music.douban.com/subject/1417334/,950
,XXX,7.8,ZZ Top,Blues-Rock|美国|ZZTOP|Blues|布鲁斯摇滚|ZZTop|Rock|德克萨斯,1999-10-21,https://music.douban.com/subject/2209360/,37
,"Live: Right Here, Right Now",8.4,Van Halen,VanHalen|Rock|摇滚|metal|美国|Heavy-Metal|Hard-Rock|范海伦,1993-02-23,https://music.douban.com/subject/1485398/,186
,Van Halen II,8.4,Van Halen,VanHalen|Hard-Rock|Rock|HeavyMetal|metal|美国|1979|Metal,1979,https://music.douban.com/subject/1417333/,383
,Fair Warning,7.7,Van Halen,VanHalen|HeavyMetal|美国|Heavy-Metal|1981|Rock|metal|Van_Halen,1990-10-17,https://music.douban.com/subject/1506922/,163
,For Unlawful Carnal Knowledge,7.3,Van Halen,VanHalen|Heavy-Metal|美国|Metal|Hard-Rock|1991|摇滚|HeavyMetal,1991-06-17,https://music.douban.com/subject/1757438/,116
,Diver Down,7.8,Van Halen,VanHalen|metal|美国|Van_Halen|HeavyMetal|Hard-Rock|1982|摇滚,2000-09-19,https://music.douban.com/subject/1757437/,173
,Women and Children First,7.8,Van Halen,VanHalen|HeavyMetal|Metal|美国|Rock|Heavy-Metal|Hard-Rock|1980,"19September,2000",https://music.douban.com/subject/1432831/,191
,5150,8.2,Van Halen,VanHalen|HeavyMetal|美国|metal|摇滚|重金属|hard-rock|rock,1990-10-25,https://music.douban.com/subject/1432833/,334
,Entre Dos Aguas,8.7,Paco de Lucia,Flamenco|西班牙|Guitar|Paco.de.Lucia|吉他|世界音乐|Instrumental|de,1990-10-25,https://music.douban.com/subject/1471604/,89
,Open Sesame,7.8,Whodini,Old-School-Rap|Hip-Hop|新部落|地狱咆哮|oldschool|hiphop|Old-School,1990-10-17,https://music.douban.com/subject/4238406/,11
,Gold,8.7,Paco de Lucía,Flamenco|你球土味|world|instrumental|flamenco|World|PacoDeLucía|Paco.De.Lucia,2005-09-05,https://music.douban.com/subject/3608937/,20
,Castro Marin,7.9,Paco de Lucia,Flamenco|PacoDeLucia|非常棒！|西班牙|手活儿不错┣▇▇▇═—|你球土味|xjc_jovi|World,1981-01-01,https://music.douban.com/subject/3644329/,17
,Plays Manuel de Falla,8.3,Paco de Lucía,Paco|Lucia|Flamenco|De|西班牙|World|PacoDeLucia|Instrumental,1991-05-13,https://music.douban.com/subject/1948677/,28
,Recital de Guitarra,9.1,Paco de Lucía,Flamenco|PacoDeLucia|PacoDeLucía|古典吉他|你球土味|Guitar,1991-12-12,https://music.douban.com/subject/21322316/,14
,Almoraima,9.3,Paco de Lucia,Flamenco|PacoDeLucia|guitarra|World|Jazz|Instrumental|西班牙|你球土味,1997-05-16,https://music.douban.com/subject/3024125/,34
,Siroco,9.1,Paco De Lucia,Flamenco|PacoDeLucia|guitar|PacoDeLucía|西班牙|xjc_jovi|jazz|World,2005-06-06,https://music.douban.com/subject/3204723/,30
,Zyryab,8.9,Paco de Lucia,Flamenco|西班牙|flamenco|PacoDeLucia|Fusion|吉它|你球土味|PacoDeLucía,1992-01-28,https://music.douban.com/subject/3098219/,18
,Sunshine of Your Love,8.1,Jimi Hendrix,JimiHendrix|Rock|美国|Psychedelic|blues|Jimi-Hendrix|摇滚|Blues-Rock,1996-11-21,https://music.douban.com/subject/1794263/,76
,Live At Woodstock,9.5,Jimi Hendrix,JimiHendrix|Psychedelic|Rock|blues|美国|woodstock|live|摇滚,1999,https://music.douban.com/subject/1477416/,322
,War Heroes,8.8,Jimi Hendrix,JimiHendrix|Psychedelic|Rock|Guitar|美国|Jimi-Hendrix|1993|Jimi,1993-01-01,https://music.douban.com/subject/3058537/,87
,Band Of Gypsys,9.1,Jimi Hendrix,JimiHendrix|Psychedelic|blues|Rock|Blues-Rock|美国|Live|Jimi_Hendrix,1998-01-13,https://music.douban.com/subject/1481848/,506
,BBC Sessions,9.1,The Jimi Hendrix Experience,JimiHendrix|Psychedelic|Rock|Live|美国|Blues-Rock|blues|Jimi_Hendrix,1999-06-18,https://music.douban.com/subject/1437577/,120
,Blue Wild Angel Live at the Isle of Wight,8.9,Jimi Hendrix,Jimi-Hendrix|Psychedelic|live|Rock|JimiHendrix|blues|Blues-Rock|Jimi_Hendrix,2002-11-12,https://music.douban.com/subject/1477456/,220
,South Saturn Delta,8.6,Jimi Hendrix,Psychedelic|JimiHendrix|美国|Blues-Rock|经典|Rock|Psychedelic-Rock|摇滚,1997-10-07,https://music.douban.com/subject/1667573/,49
,Jimi Hendrix: Live At Berkeley,8.9,Jimi Hendrix,JimiHendrix|Live|Psychedelic|美国|Rock|摇滚|Blues-Rock|吉他,2003-09-16,https://music.douban.com/subject/1859249/,78
,Blue Wild Angel: Jimi Hendrix Live at the Isle of Wight,8.2,Jimi Hendrix,JimiHendrix|摇滚|Live|经典|美国|声迷影幻┣▇▇▇═—|啊！吉米|blues-rock-experimental,2002-11-12,https://music.douban.com/subject/3524951/,37
行星波动,Planet Waves,8.4,Bob Dylan,BobDylan|美国|folk|民谣|Folk|1974|Rock|Bob_Dylan,1974-01-17,https://music.douban.com/subject/1783889/,507
,Good as I Been to You,8.3,Bob Dylan,bobDylan|BobDylan|folk|Folk|1992|美国|民谣|Bob_Dylan,1992,https://music.douban.com/subject/1394552/,237
,Saved,8.1,Bob Dylan,BobDylan|Folk|Folk-Rock|1980|美国|民谣|rock|dylan,1980-06-20,https://music.douban.com/subject/1470002/,234
,Under the Red Sky,8.1,Bob Dylan,BobDylan|Folk|BOBDYLAN|美国|1990|Folk-Rock|Bob_Dylan|民谣,1990,https://music.douban.com/subject/1458561/,275
,Infidels,8.1,Bob Dylan,BobDylan|Folk|1983|Rock|美国|Bob_Dylan|民谣|Dylan,1983,https://music.douban.com/subject/1632397/,321
,Street Legal,8.2,Bob Dylan,BobDylan|美国|folk|1978|Rock|Folk-Rock|民谣|Folk,1978,https://music.douban.com/subject/1440020/,379
,Shot of Love,8.1,Bob Dylan,BobDylan|folk|Folk-Rock|1981|美国|民谣|Bob_Dylan|Rock,1990-05-29,https://music.douban.com/subject/1604566/,244
,Knocked Out Loaded,7.3,Bob Dylan,BobDylan|folk|1986|美国|Folk-Rock|Rock|Bob_Dylan|民谣,1986,https://music.douban.com/subject/2041991/,124
,Down in the Groove,8.1,Bob Dylan,BobDylan|folk|1988|美国|Folk-Rock|Rock|Folk|民谣,1990-10-25,https://music.douban.com/subject/2258926/,167
,On the Sunny Side,7.9,Paul Quinichette,ojc|Jazz|jazz|PaulQuinichette|bop|OnTheSunnySide|OJC|JAZZ,1957,https://music.douban.com/subject/2034102/,20
,Jazz For The Carriage Trade,7.1,The George Wallington Quintet,Jazz|OJC|爵士|下载|ojc|H|Bop|Be-Bop,2006-08-07,https://music.douban.com/subject/2983230/,12
,At Storyville,8.6,Lee Konitz,Jazz|Black-Lion|爵士|STORYVILLE|LennieTristano|LeeKonitz|H|@2017,1954,https://music.douban.com/subject/3237032/,17
,Folk Jazz,7.4,Bill Smith,OJC|JimHall|Jazz|Clarinet|ShellyManne|Guitar|BillSmith|美国,2003-04-22,https://music.douban.com/subject/1825866/,13
,That's Right!: Nat Adderley & The Big Sax Section,8.7,Nat Adderley,Jazz|OJC|ojc|NatAdderley|Hard-Bop|神作|神|硬波谱,1994-01-15,https://music.douban.com/subject/2299619/,22
,Blues Up and Down,8.8,"Eddie ""Lockjaw"" Davis","Jazz|Hard-Bop|bop|TenorBattle|RiversideRecords,|JohnnyGriffin,|JohnnyGriffin|EddieLockjawDavis",2000-10-10,https://music.douban.com/subject/2350375/,15
,Blue's Moods,9.0,Blue Mitchell,Jazz|BlueMitchell|Hard-Bop|ojc|爵士|OJC|Blue.Mitchell|'60-'64名盤,1994-10-21,https://music.douban.com/subject/2040698/,81
,West Coast Blues!,9.0,Harold Land,Jazz|OJC|HaroldLand|爵士|xjc_jovi|Montgomery|MUSIC-Timeless|ojc,1996-07-16,https://music.douban.com/subject/2040026/,28
,Nice and Easy: The Soulful Vibes of Johnny Lytle,7.7,Johnny Lytle,ojc|Lytle|Johnny|Jazz|电颤琴|清新|Vibraphone|OJC,1999-03-09,https://music.douban.com/subject/2280024/,11
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,B-Sides,8.8,Damien Rice,DamienRice|Folk|爱尔兰|Indie|民谣|米叔|欧美|indie,2004-10-25,https://music.douban.com/subject/3678345/,337
爸爸你去哪里呀?,Where Did You Go?,7.0,可润·安 Keren Ann,KerenAnn|女声|法国|小吃|Sentimental|Pop|L'Illusionniste|2016,2016-01-15,https://music.douban.com/subject/26714107/,22
爱终将到来,You're Gonna Get Love,7.3,Keren Ann,2016|法国|KerenAnn|Folk|欧美|小吃|女声|indie,2016-3-10,https://music.douban.com/subject/26746334/,13
,La Disparition-La Biographie De L,8.8,,KerenAnn|法国|民谣|Folk|女声|Keren|Ann|欧美,2005-10-04,https://music.douban.com/subject/1797512/,44
,Not Going Anywhere,9.4,KEREN ANN,kerenAnn|Folk|法国|小清新|KerenAnn|民谣|欧美|来自灵魂,2005-09-05,https://music.douban.com/subject/3805210/,311
,La Biographie/La Disparition,9.0,,法国|KerenAnn|法语|民谣|欧美|女歌手|女声|大餐,2005-09-20,https://music.douban.com/subject/1458167/,16
,Nolita,8.3,Keren Ann,KerenAnn|民谣|法国|Folk|欧美|女声|来自灵魂|女歌手,2005-03-15,https://music.douban.com/subject/3769526/,126
,Keren Ann,8.8,Keren Ann,KerenAnn|民谣|法国|folk|女声|温柔地扼杀灵魂|2007|欧美,2007-06-04,https://music.douban.com/subject/4922342/,513
,Lay Your Head Down,8.8,Keren Ann,KerenAnn|Folk|2007|法国|小吃|女声,2007-02-19,https://music.douban.com/subject/23368491/,18
,101,8.0,Keren Ann,KerenAnn|法国|Folk|民谣|欧美|温柔地扼杀灵魂|tirp-hop|英国,2011-04-04,https://music.douban.com/subject/6021691/,75
,Shine On (Live),8.7,Pink Floyd,PinkFloyd|Live|迷幻|psychedelic|英国|2009|摇滚|live,2009,https://music.douban.com/subject/4183679/,116
,Cruel But Fair,8.3,平克·佛洛依德 Pink Floyd,PinkFloyd|Live|英国|Rock|摇滚|Psychedelic|Bootleg|现场,1975-04-26,https://music.douban.com/subject/6878032/,62
Live 8 · July 2 2005 · Hyde Park · London,U·n·i·t·e·d (Live CD),9.3,Pink Floyd,PinkFloyd|Live|摇滚|Pink_Floyd|英国|Rock|Psychedelic|2011,2011年01月01日,https://music.douban.com/subject/6065236/,73
,If You Were A Blue Bird,8.2,平克·佛洛依德 Pink Floyd,PinkFloyd|Live|摇滚|Psychedelic|英国|UK|平克弗洛伊德乐队|psychedelic,1995年01月01日,https://music.douban.com/subject/10472969/,58
,Soul Junction,8.5,Red Garland Quintet,Jazz|Hard-Bop|RedGarland|JohnColtrane|OJC|爵士|美国|Red_Garland,1991-07-01,https://music.douban.com/subject/1939453/,65
,Pieces of a Man,9.4,Gil Scott-Heron,Soul|Jazz|Funk|Jazz-Funk|GilScott-Heron|美国|R&B|soul,1971-01-01,https://music.douban.com/subject/2994978/,225
,Andromeda,8.8,Gorillaz|D.R.A.M.,Gorillaz|2017|Electronic|Single|英国|UK|D.R.A.M.|Alternative,2017-03-24,https://music.douban.com/subject/27003074/,204
,I Get Around,7.9,Keren Ann|Hugh Coltman|Tom McRae|Rosemary Moriarty,KerenAnn|2010|RosemaryMoriarty|HughColtman|非常棒！|英语|法国|小吃,2010年7月12日,https://music.douban.com/subject/5374994/,21
,Nolita/Not Going Anywhere,9.2,Keren Ann,KerenAnn|法国|Folk|民谣|indie|FRANCE|另类民谣|音乐,2005-09-20,https://music.douban.com/subject/1752328/,555
,"Ooh La La [DISC 2] [12"" VINYL]",7.9,Goldfrapp,Electronic|Goldfrapp|女声|欧美|Vincent|TripHop|2005,2005-08-22,https://music.douban.com/subject/6429588/,22
,Not going anywhere,9.3,Keren Annケレン・アン,kerenAnn|法国|民谣|欧美|Folk|Keren.Ann|Keren_Ann|2005,2005年03月30日,https://music.douban.com/subject/3872605/,129
,Keren Ann,9.2,Keren Ann,KerenAnn|法国|民谣|来自灵魂|Folk|indie|Keren.Ann|欧美,2008-06-03,https://music.douban.com/subject/3336899/,240
KEREN ANN / Where No Endings End,Keren Ann,9.2,凯伦安|Keren Ann,KerenAnn|法国|民谣|folk|女声|Indie|Keren.Ann|Keren_Ann,2007-06-04,https://music.douban.com/subject/3077454/,1537
失踪,La Disparition,9.8,Keren Ann,KerenAnn|法国|Folk|Indie|2002|欧美|女声|Chanson,2002-10-22,https://music.douban.com/subject/3914511/,71
,Not Going Anywhere,9.3,Keren Ann,KerenAnn|法国|女声|folk|Folk|欧美|民谣|来自灵魂,2004-10-18,https://music.douban.com/subject/3818555/,272
爱的再告白,Oops!... I Did It Again,8.0,Britney Spears,BritneySpears|Pop|欧美|美国|流行|2000|布兰妮|Britney,2000-05-16,https://music.douban.com/subject/1786806/,5068
,The Early Singles,8.8,Pink Floyd,PinkFloyd|Psychedelic|英国|psychedelic-rock|Compilation|迷幻|art-rock|摇滚,1992,https://music.douban.com/subject/3214265/,123
,Under Construction,8.9,Pink Floyd,PinkFloyd|摇滚|英国|Rock|Demo|psychedelic|迷幻|psychedelic-rock,1978,https://music.douban.com/subject/2276620/,132
,Cambridge St/ation  1965-1967,8.8,Pink Floyd,PinkFloyd|Psychedelic|Live|英国|Rock|2017|合辑|UK,2017-03-24,https://music.douban.com/subject/27003177/,32
,To Kill the Child/Leaving Beirut,8.4,Roger Waters,RogerWaters|PinkFloyd|英国|Rock|EP|MSIMusicDistribution|Leaving.Beirut|2005,2005-10-11,https://music.douban.com/subject/1888862/,35
,Still Becoming Apart,7.9,Smashing Pumpkins,SmashingPumpkins|EP|2000s|美国|SP|Rock|Alternative,2000,https://music.douban.com/subject/3824891/,16
,Remember That Night,9.9,David Gilmour,Live|DavidGilmour|PinkFloyd|摇滚|Rock|英国|Progressive-Rock|2007,,https://music.douban.com/subject/3283045/,158
,In Concert,9.2,大卫·吉尔莫  David Gilmour,Live|DavidGilmour|PinkFloyd|英国|摇滚|Prog-Rock|ArtRock|2002,2002-11-25,https://music.douban.com/subject/20488311/,71
,My Uncle Is Sick Because The Highway Is Green,8.5,Pink Floyd,PinkFloyd|英国|现场|摇滚|NO-AMG,1994-01-01,https://music.douban.com/subject/25887711/,17
,Complete Concertgebouw 1969,9.5,Pink Floyd,ProgressiveRock|英国|psychedelic-rock|progressive-rock|art-rock|Psychedelic|Live|Bootleg,1969,https://music.douban.com/subject/3286915/,11
,Reverber/ation 1971,8.3,Pink Floyd,PinkFloyd|英国|现场|摇滚|合辑|Rock|Psychedelic|2017,2017-03-24,https://music.douban.com/subject/27003178/,12
,The Pink Floyd Tribute Show,9.4,Brit Floyd,PinkFloyd|英国|翻唱|现场|摇滚|psychedelic-rock|progressive-rock|art-rock,2011-12-06,https://music.douban.com/subject/10468249/,25
,Until We Sleep,8.9,David Gilmour,DavidGilmour|Live|英国|摇滚|ProgressiveRock|PinkFloyd|现场|UK,1991-01-01,https://music.douban.com/subject/20488306/,14
,Pink Floyd Sampler,9.1,Pink Floyd,PinkFloyd|迷幻|英国|Psychedelic|摇滚|UK|摇滚|Rock|tintin_huang2004@hotmail.com,2011-09-27,https://music.douban.com/subject/10434370/,65
,The Marshall Mathers LP,9.0,Eminem,Eminem|rap|hip-hop|美国|Hip-Hop|欧美|2000|说唱,2000,https://music.douban.com/subject/1417976/,5516
,那么骄傲,8.1,金海心,金海心|内地|那么骄傲|女声|流行|pop|华语|大陆,2000,https://music.douban.com/subject/1402146/,5610
,冷酷到底,8.0,羽泉,羽泉|流行|初中|2000|Pop|华语,2000-09,https://music.douban.com/subject/6553772/,340
还是会寂寞,还是会寂寞,9.0,陈绮贞,陈绮贞|台湾|还是会寂寞|indie|独立音乐|陳綺貞|cheer|民谣,2000,https://music.douban.com/subject/1394547/,47228
黄色,Yellow,9.3,Coldplay,coldplay|英伦摇滚|yellow|Coldplay|Brit-pop|摇滚|英伦|英国,2000-07-03,https://music.douban.com/subject/1458367/,33296
,信仰,8.2,张信哲,张信哲|台湾|信仰|流行|华语|pop|男歌手|阿哲,2000,https://music.douban.com/subject/1402066/,6297
,Kid A,8.6,Radiohead,radiohead|Brit-Pop|Radiohead|britpop|英国|电子|英伦|electronic,2000,https://music.douban.com/subject/1397189/,14049
Waiting for You,我等你,8.4,刘若英,刘若英|台湾|我等你|奶茶|流行|华语|pop|女声,2000,https://music.douban.com/subject/1437756/,8146
,爱情万岁,9.2,五月天,五月天|台湾|爱情万岁|2000|华语|五颗星是不够的！|摇滚|Rock,2000-07-07,https://music.douban.com/subject/10515439/,5290
,可爱女人,9.2,周杰伦 Jay Chou,周杰伦|周式情歌|台湾|华语|周杰倫|流行|2000|R&B,2000-11-07,https://music.douban.com/subject/30336624/,700
,Jay,9.2,周杰伦,周杰伦|JAY|台湾|流行|Pop|R&B|华语|男歌手,2000,https://music.douban.com/subject/2975792/,12312
,Parachutes,9.0,Coldplay,coldplay|Coldplay|Brit-Pop|英伦|英伦摇滚|britpop|英国|摇滚,2000-07-10,https://music.douban.com/subject/1463061/,50591
,相思,9.2,毛阿敏 Amin Mao,毛阿敏|西游记后传|相思|影视原声|女歌手|华语|OST|电视原声,2000,https://music.douban.com/subject/30311487/,2629
