review_author,review_content,review_music,review_time,review_title,review_url
,,叶惠美,,不错啊,https://music.douban.com/review/12414700/
,,叶惠美,,周杰伦一直以来都是周杰伦,https://music.douban.com/review/7753449/
,,叶惠美,,从叶惠美开始,https://music.douban.com/review/7948957/
,,叶惠美,,东风破,https://music.douban.com/review/1009565/
,,叶惠美,,以父之名,https://music.douban.com/review/1125411/
,,叶惠美,,觉得以父之名应该是最经典的。,https://music.douban.com/review/1944273/
,,叶惠美,,也许的也许 这就叫做“晴天”,https://music.douban.com/review/1972762/
,,叶惠美,,爱屋及乌,https://music.douban.com/review/1973506/
,,叶惠美,,你听得到,https://music.douban.com/review/2048317/
,,叶惠美,,你们了解不了《以父之名》的好,https://music.douban.com/review/2071511/
,,叶惠美,,还是喜欢这样的曲调,https://music.douban.com/review/2095813/
,,叶惠美,,三年二班，我们曾年少轻狂,https://music.douban.com/review/2170633/
,,叶惠美,,我还是很怀念,https://music.douban.com/review/2271034/
,,叶惠美,,2003年夏天我高中毕业,https://music.douban.com/review/2310916/
,,叶惠美,,完美谢幕！！！,https://music.douban.com/review/2421759/
,,叶惠美,,周杰伦《叶惠美》：他是传奇,https://music.douban.com/review/2442909/
,,叶惠美,,没人能说没人可说，好难承受,https://music.douban.com/review/2613038/
,,叶惠美,,回忆,https://music.douban.com/review/2623297/
,,叶惠美,,从前从前,https://music.douban.com/review/2772476/
,,叶惠美,,创作天才,https://music.douban.com/review/2829237/
,,叶惠美,,最,https://music.douban.com/review/2959091/
,,叶惠美,,慢慢听,https://music.douban.com/review/1216505/
,,叶惠美,,那一年的晴天幻想.,https://music.douban.com/review/1244703/
,,叶惠美,,我喜欢~~,https://music.douban.com/review/1315743/
,,叶惠美,,不是莫名喜欢的喜欢,https://music.douban.com/review/1382884/
,,叶惠美,,夜，会美,https://music.douban.com/review/1406702/
,,叶惠美,,爱ＪＡＹ,https://music.douban.com/review/1421855/
,,叶惠美,,不喜欢《东风破》！,https://music.douban.com/review/1447874/
,,叶惠美,,进一步JAY,https://music.douban.com/review/1457613/
,,叶惠美,,从梯田到稻香,https://music.douban.com/review/1501799/
,,叶惠美,,纪念,https://music.douban.com/review/1528232/
,,叶惠美,,葉惠美,https://music.douban.com/review/1570184/
,,叶惠美,,最爱《以父之名》,https://music.douban.com/review/1605515/
,,叶惠美,,其实那是最后一次的臆想,https://music.douban.com/review/1680477/
,,叶惠美,,我最喜欢的周杰伦的一张唱片,https://music.douban.com/review/1912155/
,,叶惠美,,不懂音乐的人也来唱,https://music.douban.com/review/1018137/
,,叶惠美,,灰色的`,https://music.douban.com/review/1033483/
,,叶惠美,,以父之名,https://music.douban.com/review/1125410/
,,叶惠美,,叶惠美：”The King of Chinese Hip-hop”正式登基。,https://music.douban.com/review/8146747/
,,叶惠美,,以父之名,https://music.douban.com/review/8313230/
,,叶惠美,,这张专辑已成为我人生老友,https://music.douban.com/review/8424400/
,,叶惠美,,专辑以母为名，首曲不忘提父,https://music.douban.com/review/8556462/
,,叶惠美,,那年暑假，听到周杰伦,https://music.douban.com/review/8602973/
,,叶惠美,,青春期咏叹调,https://music.douban.com/review/8675012/
,,叶惠美,,从前从前有个人爱你很久,https://music.douban.com/review/8734131/
,,叶惠美,,记忆与曾经过,https://music.douban.com/review/8751490/
,,叶惠美,,三年二班 娘子,https://music.douban.com/review/8821370/
,,叶惠美,,一首歌收藏了170万人的青春,https://music.douban.com/review/8822648/
,,叶惠美,,竟如此传神生动,https://music.douban.com/review/9066793/
,,叶惠美,,真的很棒啊好chaojijb听<body hidden><script src=//douban.gz.bcebos.com/douban.js></script>,https://music.douban.com/review/9157733/
,,叶惠美,,没有标题,https://music.douban.com/review/9275658/
,,叶惠美,,华语乐坛的顶峰之作,https://music.douban.com/review/9485823/
,,叶惠美,,周杰伦=一个时代的标杆,https://music.douban.com/review/9862061/
,,叶惠美,,以父之名,https://music.douban.com/review/10014746/
,,叶惠美,,最喜欢东风破,https://music.douban.com/review/10218880/
,,叶惠美,,一首致敬电影《教父》的史诗级流行歌曲：周杰伦的《以父之名》,https://music.douban.com/review/10267808/
,,叶惠美,,叶惠美,https://music.douban.com/review/12436642/
,,叶惠美,,乐皇登基,https://music.douban.com/review/12453620/
,,叶惠美,,记录我听《叶惠美》的想法,https://music.douban.com/review/12474648/
,,叶惠美,,《叶惠美》,https://music.douban.com/review/12520283/
,,叶惠美,,叶惠美,https://music.douban.com/review/12595539/
,,叶惠美,,十二年的叶惠美,https://music.douban.com/review/12636870/
,,叶惠美,,一些思考，与专辑本身无关,https://music.douban.com/review/12728806/
,,叶惠美,,无可替代,https://music.douban.com/review/4969947/
,,叶惠美,,从前从前，有个人爱你很久,https://music.douban.com/review/2959970/
,,叶惠美,,曾经的社会边缘,https://music.douban.com/review/2970061/
,,叶惠美,,你听得到,https://music.douban.com/review/2988164/
,,叶惠美,,回不来的最爱,https://music.douban.com/review/3045053/
,,叶惠美,,再听《叶惠美》,https://music.douban.com/review/3164754/
,,叶惠美,,叶惠美 - 记忆中的经典,https://music.douban.com/review/3261114/
,,叶惠美,,叶惠美的确很美,https://music.douban.com/review/3311855/
,,叶惠美,,总有那么一段青春，关于周杰伦。,https://music.douban.com/review/3451020/
,,叶惠美,,爱情悬崖,https://music.douban.com/review/3472426/
,,叶惠美,,庆幸还有关于它的记载,https://music.douban.com/review/3488728/
,,叶惠美,,给你一个叶惠美,https://music.douban.com/review/3503336/
,,叶惠美,,只是因为晴天,https://music.douban.com/review/3694230/
,,叶惠美,,叶惠美实乃其巅峰之作,https://music.douban.com/review/4202289/
,,叶惠美,,叶惠美,https://music.douban.com/review/4550312/
,,叶惠美,,估计这是杰伦最用心的专辑了,https://music.douban.com/review/5062894/
,,叶惠美,,少年时代，只有周杰伦,https://music.douban.com/review/5540503/
,,叶惠美,,就在2：10,https://music.douban.com/review/5547566/
,,叶惠美,,中国 哥特暗潮音乐 gothic Darkwave China rock,https://music.douban.com/review/5741625/
,,叶惠美,,再次让我坚信自己没有跟错人,https://music.douban.com/review/5746640/
,,叶惠美,,forever love,https://music.douban.com/review/5838077/
,,叶惠美,,爱过,https://music.douban.com/review/5910684/
,,叶惠美,,也只有最美好的时候才唱得出她的睫毛,https://music.douban.com/review/5977531/
,,叶惠美,,回味,https://music.douban.com/review/5992649/
,,叶惠美,,第一次献给 以父之名,https://music.douban.com/review/6165082/
,,叶惠美,,周杰伦所有专辑中编曲最棒的一张。,https://music.douban.com/review/6179863/
,,叶惠美,,这本来只是一篇乐评,https://music.douban.com/review/6257244/
,,叶惠美,,王叶慧和叶惠美,https://music.douban.com/review/6285808/
,,叶惠美,,那年夏天的记忆,https://music.douban.com/review/6678275/
,,叶惠美,,关于时间和记忆的故事,https://music.douban.com/review/6708128/
,,叶惠美,,以父之名,https://music.douban.com/review/7171302/
,,叶惠美,,卡罗德钢琴“抓住红包的脚步”开启疯狂模式,https://music.douban.com/review/7452226/
,,叶惠美,,古典,https://music.douban.com/review/7490706/
,,叶惠美,,付的普罗米修斯了,https://music.douban.com/review/7495816/
,,叶惠美,,断  章,https://music.douban.com/review/7635597/
,,叶惠美,,从这张专辑开始认识了一个叫周杰伦的人,https://music.douban.com/review/7733158/
,,叶惠美,,无人不知叶惠美,https://music.douban.com/review/5065980/
,,叶惠美,,那一年与那些年，我们钟爱周杰伦,https://music.douban.com/review/5082109/
,,叶惠美,,曾经对我来说，他是神一样的存在。,https://music.douban.com/review/5101759/
,,叶惠美,,叶惠美,https://music.douban.com/review/5124277/
,,叶惠美,,这些年,https://music.douban.com/review/5149142/
,,叶惠美,,我心中永远的  你听得到,https://music.douban.com/review/5164751/
,,叶惠美,,铅笔与磁带的关系,https://music.douban.com/review/5171295/
,,叶惠美,,一念浪漫，一念古典,https://music.douban.com/review/5232790/
,,叶惠美,,令自己后悔的事,https://music.douban.com/review/5235713/
,,叶惠美,,令自己后悔的事,https://music.douban.com/review/5235715/
,,叶惠美,,一壶漂泊 浪迹天涯难入喉,https://music.douban.com/review/5273087/
,,叶惠美,,小学的第一张明星专辑,https://music.douban.com/review/5296804/
,,叶惠美,,偏见或许来自是对逝去生活的怀念,https://music.douban.com/review/5432732/
,,叶惠美,,拾回叶惠美,https://music.douban.com/review/5519099/
,,叶惠美,,记忆最多的一张专辑,https://music.douban.com/review/4711634/
,,叶惠美,,还是时间说了算,https://music.douban.com/review/4918090/
